x,y,z,u,v,w
-67470, 36000, 0, -24, -57, 32
-68270, 36000, 0, -21, -56, 29
-69070, 36000, 0, -20, -55, 27
-69870, 36000, 0, -18, -53, 25
-70670, 36000, 0, -17, -52, 23
-71470, 36000, 0, -15, -50, 21
-71853, 36000, 123, -14, -47, 18
-71053, 36000, 123, -16, -49, 20
-70253, 36000, 123, -18, -51, 22
-69453, 36000, 123, -19, -52, 23
-68653, 36000, 123, -21, -53, 26
-67853, 36000, 123, -24, -54, 28
-67053, 36000, 123, -26, -56, 30
-66253, 36000, 123, -28, -56, 32
-65453, 36000, 123, -31, -56, 35
-64653, 36000, 123, -33, -56, 38
-63853, 36000, 123, -36, -55, 39
-63053, 36000, 123, -39, -54, 42
-62253, 36000, 123, -42, -53, 44
-61453, 36000, 123, -45, -51, 47
-60653, 36000, 123, -48, -48, 49
-59853, 36000, 123, -50, -45, 51
-59053, 36000, 123, -52, -43, 53
-58253, 36000, 123, -54, -41, 55
-57453, 36000, 123, -56, -38, 56
-56653, 36000, 123, -57, -35, 57
-55853, 36000, 123, -58, -33, 59
-55053, 36000, 123, -58, -31, 60
-54253, 36000, 123, -59, -29, 60
-53453, 36000, 123, -59, -27, 61
-52653, 36000, 123, -59, -25, 61
-51853, 36000, 123, -59, -23, 61
-51053, 36000, 123, -59, -22, 61
-50253, 36000, 123, -59, -20, 61
-49453, 36000, 123, -59, -19, 61
-48653, 36000, 123, -59, -18, 61
-47853, 36000, 123, -59, -17, 61
-47053, 36000, 123, -59, -16, 61
-46253, 36000, 123, -58, -15, 61
-45453, 36000, 123, -58, -15, 61
-44653, 36000, 123, -58, -14, 60
-43853, 36000, 123, -58, -14, 60
-43053, 36000, 123, -57, -12, 60
-42253, 36000, 123, -57, -12, 60
-41453, 36000, 123, -57, -11, 60
-40653, 36000, 123, -57, -11, 59
-39853, 36000, 123, -57, -10, 59
-39053, 36000, 123, -57, -9, 59
-38253, 36000, 123, -57, -9, 58
-37453, 36000, 123, -57, -9, 58
-36653, 36000, 123, -57, -9, 58
-35853, 36000, 123, -57, -8, 59
-35053, 36000, 123, -57, -8, 58
-34253, 36000, 123, -57, -7, 58
-33453, 36000, 123, -55, -7, 57
-32653, 36000, 123, -57, -6, 57
-31853, 36000, 123, -57, -6, 57
-31053, 36000, 123, -55, -6, 57
-30253, 36000, 123, -57, -5, 57
-29453, 36000, 123, -57, -5, 57
-28653, 36000, 123, -56, -5, 57
-27853, 36000, 123, -57, -3, 57
-27053, 36000, 123, -57, -4, 57
-26253, 36000, 123, -57, -3, 57
-25453, 36000, 123, -57, -2, 57
-24653, 36000, 123, -57, -2, 57
-23853, 36000, 123, -57, -1, 57
-23053, 36000, 123, -57, 0, 57
-22253, 36000, 123, -57, 2, 57
-21453, 36000, 123, -58, 2, 57
-20653, 36000, 123, -57, 3, 57
-19853, 36000, 123, -58, 4, 57
-19053, 36000, 123, -58, 5, 56
-18253, 36000, 123, -58, 7, 56
-17453, 36000, 123, -58, 9, 56
-16653, 36000, 123, -58, 11, 57
-15853, 36000, 123, -58, 12, 56
-15053, 36000, 123, -58, 15, 55
-14253, 36000, 123, -57, 17, 55
-13453, 36000, 123, -57, 20, 54
-12653, 36000, 123, -57, 23, 53
-11853, 36000, 123, -56, 25, 52
-11053, 36000, 123, -56, 28, 51
-10253, 36000, 123, -54, 31, 50
-9453, 36000, 123, -53, 34, 49
-8653, 36000, 123, -52, 36, 47
-7853, 36000, 123, -50, 38, 45
-7053, 36000, 123, -47, 39, 44
-6253, 36000, 123, -45, 41, 42
-5453, 36000, 123, -43, 41, 39
-4653, 36000, 123, -40, 42, 37
-3853, 36000, 123, -37, 42, 34
-3053, 36000, 123, -34, 41, 33
-2253, 36000, 123, -32, 42, 30
-1453, 36000, 123, -30, 41, 28
-653, 36000, 123, -26, 40, 25
0, 35853, 123, -25, 40, 24
0, 35053, 123, -27, 41, 24
-547, 34800, 123, -29, 42, 25
-1347, 34800, 123, -32, 43, 27
-2147, 34800, 123, -35, 44, 29
-2947, 34800, 123, -38, 46, 32
-3747, 34800, 123, -42, 45, 35
-4547, 34800, 123, -45, 46, 37
-5347, 34800, 123, -49, 45, 40
-6147, 34800, 123, -52, 45, 43
-6947, 34800, 123, -55, 44, 45
-7747, 34800, 123, -59, 43, 47
-8547, 34800, 123, -60, 40, 49
-9347, 34800, 123, -64, 38, 51
-10147, 34800, 123, -65, 34, 53
-10947, 34800, 123, -66, 31, 54
-11747, 34800, 123, -67, 28, 56
-12547, 34800, 123, -67, 24, 57
-13347, 34800, 123, -67, 21, 58
-14147, 34800, 123, -68, 18, 58
-14947, 34800, 123, -67, 14, 59
-15747, 34800, 123, -67, 13, 59
-16547, 34800, 123, -68, 10, 59
-17347, 34800, 123, -67, 8, 59
-18147, 34800, 123, -67, 7, 59
-18947, 34800, 123, -67, 5, 59
-19747, 34800, 123, -67, 3, 59
-20547, 34800, 123, -67, 1, 60
-21347, 34800, 123, -66, 1, 59
-22147, 34800, 123, -66, 0, 59
-22947, 34800, 123, -66, -2, 59
-23747, 34800, 123, -65, -2, 59
-24547, 34800, 123, -66, -3, 59
-25347, 34800, 123, -66, -3, 59
-26147, 34800, 123, -66, -4, 59
-26947, 34800, 123, -66, -4, 59
-27747, 34800, 123, -66, -5, 59
-28547, 34800, 123, -64, -5, 59
-29347, 34800, 123, -65, -6, 59
-30147, 34800, 123, -66, -6, 59
-30947, 34800, 123, -65, -7, 59
-31747, 34800, 123, -65, -7, 60
-32547, 34800, 123, -65, -7, 60
-33347, 34800, 123, -65, -8, 60
-34147, 34800, 123, -65, -8, 60
-34947, 34800, 123, -65, -8, 60
-35747, 34800, 123, -65, -9, 60
-36547, 34800, 123, -65, -9, 60
-37347, 34800, 123, -65, -10, 61
-38147, 34800, 123, -65, -10, 61
-38947, 34800, 123, -66, -10, 61
-39747, 34800, 123, -66, -11, 62
-40547, 34800, 123, -66, -11, 62
-41347, 34800, 123, -66, -11, 62
-42147, 34800, 123, -66, -12, 63
-42947, 34800, 123, -67, -13, 63
-43747, 34800, 123, -67, -13, 63
-44547, 34800, 123, -67, -13, 63
-45347, 34800, 123, -67, -15, 63
-46147, 34800, 123, -68, -15, 64
-46947, 34800, 123, -68, -16, 64
-47747, 34800, 123, -68, -17, 64
-48547, 34800, 123, -68, -18, 64
-49347, 34800, 123, -69, -19, 65
-50147, 34800, 123, -69, -21, 65
-50947, 34800, 123, -69, -22, 65
-51747, 34800, 123, -69, -24, 66
-52547, 34800, 123, -69, -25, 65
-53347, 34800, 123, -69, -27, 64
-54147, 34800, 123, -70, -29, 64
-54947, 34800, 123, -69, -31, 64
-55747, 34800, 123, -69, -34, 63
-56547, 34800, 123, -68, -36, 62
-57347, 34800, 123, -66, -39, 61
-58147, 34800, 123, -65, -42, 59
-58947, 34800, 123, -63, -46, 58
-59747, 34800, 123, -61, -48, 55
-60547, 34800, 123, -57, -52, 53
-61347, 34800, 123, -53, -55, 52
-62147, 34800, 123, -50, -57, 48
-62947, 34800, 123, -46, -60, 45
-63747, 34800, 123, -42, -61, 42
-64547, 34800, 123, -38, -61, 39
-65347, 34800, 123, -35, -62, 37
-66147, 34800, 123, -32, -62, 34
-66947, 34800, 123, -29, -61, 32
-67747, 34800, 123, -26, -59, 29
-68547, 34800, 123, -24, -58, 27
-69347, 34800, 123, -22, -56, 25
-70147, 34800, 123, -20, -55, 23
-70947, 34800, 123, -18, -53, 21
-71747, 34800, 123, -17, -51, 19
-72000, 34253, 123, -17, -53, 18
-71853, 33600, 123, -18, -55, 18
-71053, 33600, 123, -20, -57, 19
-70253, 33600, 123, -21, -59, 21
-69453, 33600, 123, -24, -62, 23
-68653, 33600, 123, -25, -63, 25
-67853, 33600, 123, -29, -67, 27
-67053, 33600, 123, -33, -68, 30
-66253, 33600, 123, -36, -70, 33
-65453, 33600, 123, -40, -71, 36
-64653, 33600, 123, -44, -72, 39
-63853, 33600, 123, -49, -71, 42
-63053, 33600, 123, -55, -70, 45
-62253, 33600, 123, -60, -68, 49
-61453, 33600, 123, -66, -65, 52
-60653, 33600, 123, -72, -61, 54
-59853, 33600, 123, -77, -57, 57
-59053, 33600, 123, -82, -52, 60
-58253, 33600, 123, -85, -49, 62
-57453, 33600, 123, -87, -45, 63
-56653, 33600, 123, -89, -41, 65
-55853, 33600, 123, -89, -38, 66
-55053, 33600, 123, -90, -35, 67
-54253, 33600, 123, -90, -33, 68
-53453, 33600, 123, -89, -30, 68
-52653, 33600, 123, -89, -28, 69
-51853, 33600, 123, -88, -27, 68
-51053, 33600, 123, -87, -25, 67
-50253, 33600, 123, -87, -23, 68
-49453, 33600, 123, -87, -22, 68
-48653, 33600, 123, -86, -21, 67
-47853, 33600, 123, -86, -20, 67
-47053, 33600, 123, -85, -19, 67
-46253, 33600, 123, -85, -18, 66
-45453, 33600, 123, -84, -17, 66
-44653, 33600, 123, -84, -16, 65
-43853, 33600, 123, -83, -16, 65
-43053, 33600, 123, -83, -15, 65
-42253, 33600, 123, -83, -14, 64
-41453, 33600, 123, -83, -14, 64
-40653, 33600, 123, -83, -13, 63
-39853, 33600, 123, -82, -13, 63
-39053, 33600, 123, -82, -13, 63
-38253, 33600, 123, -82, -12, 62
-37453, 33600, 123, -81, -12, 62
-36653, 33600, 123, -81, -12, 62
-35853, 33600, 123, -81, -11, 62
-35053, 33600, 123, -81, -11, 61
-34253, 33600, 123, -81, -11, 61
-33453, 33600, 123, -81, -11, 61
-32653, 33600, 123, -81, -10, 61
-31853, 33600, 123, -81, -10, 61
-31053, 33600, 123, -81, -10, 60
-30253, 33600, 123, -81, -10, 61
-29453, 33600, 123, -81, -9, 61
-28653, 33600, 123, -81, -9, 61
-27853, 33600, 123, -81, -8, 61
-27053, 33600, 123, -83, -7, 61
-26253, 33600, 123, -80, -7, 60
-25453, 33600, 123, -82, -7, 61
-24653, 33600, 123, -82, -6, 61
-23853, 33600, 123, -82, -5, 61
-23053, 33600, 123, -82, -3, 61
-22253, 33600, 123, -83, -4, 61
-21453, 33600, 123, -83, -3, 61
-20653, 33600, 123, -83, -2, 61
-19853, 33600, 123, -83, 0, 61
-19053, 33600, 123, -84, 0, 61
-18253, 33600, 123, -84, 2, 62
-17453, 33600, 123, -84, 4, 61
-16653, 33600, 123, -85, 6, 61
-15853, 33600, 123, -85, 8, 61
-15053, 33600, 123, -86, 11, 61
-14253, 33600, 123, -86, 14, 61
-13453, 33600, 123, -86, 17, 61
-12653, 33600, 123, -86, 21, 60
-11853, 33600, 123, -86, 25, 59
-11053, 33600, 123, -86, 31, 58
-10253, 33600, 123, -84, 35, 57
-9453, 33600, 123, -83, 39, 56
-8653, 33600, 123, -81, 43, 53
-7853, 33600, 123, -78, 46, 51
-7053, 33600, 123, -74, 48, 49
-6253, 33600, 123, -69, 50, 46
-5453, 33600, 123, -64, 50, 43
-4653, 33600, 123, -59, 51, 40
-3853, 33600, 123, -54, 50, 37
-3053, 33600, 123, -49, 50, 34
-2253, 33600, 123, -44, 49, 31
-1453, 33600, 123, -39, 47, 28
-653, 33600, 123, -35, 46, 25
0, 33453, 123, -33, 45, 23
0, 32653, 123, -36, 48, 23
-547, 32400, 123, -38, 49, 23
-1347, 32400, 123, -43, 51, 26
-2147, 32400, 123, -49, 52, 29
-2947, 32400, 123, -55, 54, 32
-3747, 32400, 123, -62, 57, 35
-4547, 32400, 123, -69, 56, 39
-5347, 32400, 123, -78, 57, 43
-6147, 32400, 123, -87, 57, 46
-6947, 32400, 123, -95, 55, 50
-7747, 32400, 123, -102, 53, 52
-8547, 32400, 123, -107, 49, 56
-9347, 32400, 123, -110, 45, 58
-10147, 32400, 123, -112, 39, 60
-10947, 32400, 123, -113, 33, 61
-11747, 32400, 123, -113, 28, 62
-12547, 32400, 123, -112, 22, 63
-13347, 32400, 123, -112, 17, 64
-14147, 32400, 123, -111, 13, 64
-14947, 32400, 123, -110, 9, 64
-15747, 32400, 123, -109, 6, 64
-16547, 32400, 123, -108, 3, 64
-17347, 32400, 123, -108, 1, 64
-18147, 32400, 123, -107, -1, 64
-18947, 32400, 123, -107, -3, 64
-19747, 32400, 123, -106, -4, 63
-20547, 32400, 123, -106, -5, 63
-21347, 32400, 123, -105, -6, 63
-22147, 32400, 123, -104, -7, 63
-22947, 32400, 123, -104, -8, 63
-23747, 32400, 123, -103, -9, 63
-24547, 32400, 123, -103, -9, 62
-25347, 32400, 123, -103, -10, 62
-26147, 32400, 123, -103, -10, 62
-26947, 32400, 123, -102, -10, 62
-27747, 32400, 123, -102, -11, 62
-28547, 32400, 123, -102, -11, 62
-29347, 32400, 123, -102, -12, 62
-30147, 32400, 123, -102, -12, 62
-30947, 32400, 123, -102, -12, 62
-31747, 32400, 123, -101, -12, 62
-32547, 32400, 123, -102, -13, 62
-33347, 32400, 123, -102, -13, 63
-34147, 32400, 123, -102, -14, 62
-34947, 32400, 123, -102, -14, 63
-35747, 32400, 123, -102, -14, 63
-36547, 32400, 123, -102, -14, 63
-37347, 32400, 123, -103, -14, 64
-38147, 32400, 123, -103, -15, 64
-38947, 32400, 123, -103, -15, 64
-39747, 32400, 123, -104, -15, 64
-40547, 32400, 123, -104, -15, 65
-41347, 32400, 123, -104, -15, 65
-42147, 32400, 123, -105, -16, 66
-42947, 32400, 123, -105, -17, 66
-43747, 32400, 123, -106, -17, 67
-44547, 32400, 123, -106, -18, 67
-45347, 32400, 123, -106, -19, 68
-46147, 32400, 123, -107, -19, 68
-46947, 32400, 123, -107, -20, 69
-47747, 32400, 123, -109, -21, 69
-48547, 32400, 123, -110, -22, 70
-49347, 32400, 123, -110, -23, 70
-50147, 32400, 123, -111, -24, 71
-50947, 32400, 123, -112, -26, 71
-51747, 32400, 123, -113, -28, 71
-52547, 32400, 123, -114, -30, 71
-53347, 32400, 123, -115, -32, 72
-54147, 32400, 123, -116, -33, 72
-54947, 32400, 123, -118, -37, 72
-55747, 32400, 123, -119, -39, 71
-56547, 32400, 123, -119, -43, 70
-57347, 32400, 123, -119, -47, 69
-58147, 32400, 123, -116, -51, 67
-58947, 32400, 123, -113, -56, 65
-59747, 32400, 123, -106, -62, 62
-60547, 32400, 123, -98, -67, 60
-61347, 32400, 123, -88, -72, 56
-62147, 32400, 123, -78, -76, 53
-62947, 32400, 123, -70, -80, 48
-63747, 32400, 123, -62, -82, 45
-64547, 32400, 123, -54, -83, 41
-65347, 32400, 123, -49, -82, 37
-66147, 32400, 123, -43, -79, 34
-66947, 32400, 123, -38, -78, 31
-67747, 32400, 123, -34, -75, 28
-68547, 32400, 123, -31, -72, 25
-69347, 32400, 123, -27, -68, 23
-70147, 32400, 123, -25, -66, 21
-70947, 32400, 123, -22, -62, 18
-71747, 32400, 123, -20, -60, 17
-72000, 31853, 123, -20, -61, 15
-71853, 31200, 123, -22, -64, 13
-71053, 31200, 123, -24, -67, 15
-70253, 31200, 123, -27, -70, 17
-69453, 31200, 123, -30, -75, 19
-68653, 31200, 123, -33, -78, 21
-67853, 31200, 123, -37, -82, 24
-67053, 31200, 123, -42, -86, 26
-66253, 31200, 123, -48, -90, 30
-65453, 31200, 123, -54, -93, 33
-64653, 31200, 123, -60, -94, 37
-63853, 31200, 123, -70, -95, 41
-63053, 31200, 123, -81, -95, 45
-62253, 31200, 123, -94, -91, 49
-61453, 31200, 123, -110, -86, 54
-60653, 31200, 123, -126, -80, 57
-59853, 31200, 123, -143, -72, 62
-59053, 31200, 123, -154, -65, 65
-58253, 31200, 123, -162, -59, 67
-57453, 31200, 123, -163, -54, 69
-56653, 31200, 123, -164, -49, 70
-55853, 31200, 123, -162, -45, 71
-55053, 31200, 123, -159, -41, 71
-54253, 31200, 123, -156, -38, 71
-53453, 31200, 123, -154, -36, 71
-52653, 31200, 123, -151, -33, 71
-51853, 31200, 123, -150, -32, 70
-51053, 31200, 123, -148, -29, 70
-50253, 31200, 123, -146, -28, 69
-49453, 31200, 123, -145, -27, 68
-48653, 31200, 123, -144, -26, 68
-47853, 31200, 123, -143, -24, 68
-47053, 31200, 123, -141, -23, 67
-46253, 31200, 123, -140, -22, 66
-45453, 31200, 123, -139, -21, 66
-44653, 31200, 123, -138, -21, 65
-43853, 31200, 123, -138, -20, 64
-43053, 31200, 123, -137, -19, 64
-42253, 31200, 123, -137, -19, 63
-41453, 31200, 123, -136, -19, 63
-40653, 31200, 123, -135, -19, 62
-39853, 31200, 123, -135, -18, 62
-39053, 31200, 123, -134, -18, 61
-38253, 31200, 123, -134, -18, 61
-37453, 31200, 123, -134, -18, 60
-36653, 31200, 123, -133, -18, 60
-35853, 31200, 123, -133, -17, 60
-35053, 31200, 123, -133, -17, 60
-34253, 31200, 123, -133, -17, 59
-33453, 31200, 123, -133, -17, 59
-32653, 31200, 123, -133, -17, 59
-31853, 31200, 123, -133, -17, 59
-31053, 31200, 123, -133, -16, 59
-30253, 31200, 123, -133, -16, 59
-29453, 31200, 123, -134, -16, 58
-28653, 31200, 123, -133, -15, 59
-27853, 31200, 123, -134, -15, 58
-27053, 31200, 123, -134, -15, 58
-26253, 31200, 123, -134, -15, 59
-25453, 31200, 123, -134, -14, 59
-24653, 31200, 123, -135, -14, 59
-23853, 31200, 123, -136, -14, 59
-23053, 31200, 123, -136, -13, 59
-22253, 31200, 123, -136, -13, 59
-21453, 31200, 123, -137, -12, 59
-20653, 31200, 123, -138, -11, 60
-19853, 31200, 123, -139, -10, 60
-19053, 31200, 123, -140, -9, 61
-18253, 31200, 123, -140, -7, 61
-17453, 31200, 123, -142, -5, 61
-16653, 31200, 123, -143, -3, 62
-15853, 31200, 123, -145, -1, 61
-15053, 31200, 123, -145, 2, 62
-14253, 31200, 123, -147, 6, 62
-13453, 31200, 123, -150, 10, 62
-12653, 31200, 123, -151, 16, 62
-11853, 31200, 123, -153, 22, 62
-11053, 31200, 123, -154, 29, 61
-10253, 31200, 123, -156, 37, 60
-9453, 31200, 123, -155, 44, 59
-8653, 31200, 123, -153, 51, 57
-7853, 31200, 123, -147, 57, 54
-7053, 31200, 123, -138, 60, 50
-6253, 31200, 123, -125, 62, 47
-5453, 31200, 123, -111, 63, 43
-4653, 31200, 123, -96, 63, 39
-3853, 31200, 123, -83, 61, 35
-3053, 31200, 123, -72, 60, 31
-2253, 31200, 123, -61, 58, 27
-1453, 31200, 123, -54, 56, 24
-653, 31200, 123, -48, 53, 20
0, 31053, 123, -43, 53, 18
0, 30253, 123, -47, 54, 13
-547, 30000, 123, -50, 55, 12
-1347, 30000, 123, -57, 58, 15
-2147, 30000, 123, -67, 61, 18
-2947, 30000, 123, -78, 63, 21
-3747, 30000, 123, -91, 66, 25
-4547, 30000, 123, -107, 67, 28
-5347, 30000, 123, -126, 69, 33
-6147, 30000, 123, -147, 70, 37
-6947, 30000, 123, -167, 68, 42
-7747, 30000, 123, -182, 65, 44
-8547, 30000, 123, -190, 59, 47
-9347, 30000, 123, -194, 52, 49
-10147, 30000, 123, -193, 42, 51
-10947, 30000, 123, -190, 33, 52
-11747, 30000, 123, -186, 23, 51
-12547, 30000, 123, -185, 15, 52
-13347, 30000, 123, -181, 9, 52
-14147, 30000, 123, -178, 4, 52
-14947, 30000, 123, -176, -1, 51
-15747, 30000, 123, -174, -4, 51
-16547, 30000, 123, -171, -7, 50
-17347, 30000, 123, -169, -10, 50
-18147, 30000, 123, -168, -11, 50
-18947, 30000, 123, -166, -13, 49
-19747, 30000, 123, -165, -13, 49
-20547, 30000, 123, -164, -15, 49
-21347, 30000, 123, -163, -16, 49
-22147, 30000, 123, -162, -16, 49
-22947, 30000, 123, -161, -17, 48
-23747, 30000, 123, -160, -18, 47
-24547, 30000, 123, -160, -18, 47
-25347, 30000, 123, -159, -18, 47
-26147, 30000, 123, -158, -18, 47
-26947, 30000, 123, -158, -19, 47
-27747, 30000, 123, -157, -18, 47
-28547, 30000, 123, -157, -19, 46
-29347, 30000, 123, -156, -19, 46
-30147, 30000, 123, -156, -19, 47
-30947, 30000, 123, -156, -19, 47
-31747, 30000, 123, -156, -19, 47
-32547, 30000, 123, -155, -19, 47
-33347, 30000, 123, -155, -20, 47
-34147, 30000, 123, -155, -19, 47
-34947, 30000, 123, -155, -20, 48
-35747, 30000, 123, -155, -19, 48
-36547, 30000, 123, -155, -20, 48
-37347, 30000, 123, -155, -20, 48
-38147, 30000, 123, -155, -19, 49
-38947, 30000, 123, -154, -20, 49
-39747, 30000, 123, -155, -19, 50
-40547, 30000, 123, -156, -19, 51
-41347, 30000, 123, -156, -20, 51
-42147, 30000, 123, -157, -20, 52
-42947, 30000, 123, -157, -20, 53
-43747, 30000, 123, -157, -20, 53
-44547, 30000, 123, -158, -21, 54
-45347, 30000, 123, -158, -21, 54
-46147, 30000, 123, -159, -23, 55
-46947, 30000, 123, -160, -23, 56
-47747, 30000, 123, -161, -24, 56
-48547, 30000, 123, -162, -25, 57
-49347, 30000, 123, -163, -27, 58
-50147, 30000, 123, -165, -28, 58
-50947, 30000, 123, -167, -30, 59
-51747, 30000, 123, -169, -31, 60
-52547, 30000, 123, -171, -34, 60
-53347, 30000, 123, -174, -36, 61
-54147, 30000, 123, -177, -38, 61
-54947, 30000, 123, -181, -42, 61
-55747, 30000, 123, -184, -45, 62
-56547, 30000, 123, -188, -50, 61
-57347, 30000, 123, -191, -54, 61
-58147, 30000, 123, -191, -60, 60
-58947, 30000, 123, -188, -67, 58
-59747, 30000, 123, -178, -75, 55
-60547, 30000, 123, -162, -83, 52
-61347, 30000, 123, -140, -92, 49
-62147, 30000, 123, -120, -99, 45
-62947, 30000, 123, -101, -104, 40
-63747, 30000, 123, -87, -106, 36
-64547, 30000, 123, -74, -106, 32
-65347, 30000, 123, -65, -104, 29
-66147, 30000, 123, -56, -100, 25
-66947, 30000, 123, -50, -96, 22
-67747, 30000, 123, -44, -92, 20
-68547, 30000, 123, -38, -88, 17
-69347, 30000, 123, -34, -83, 15
-70147, 30000, 123, -31, -78, 13
-70947, 30000, 123, -27, -74, 11
-71747, 30000, 123, -24, -70, 9
-72000, 29453, 123, -24, -70, 7
-71853, 28800, 123, -25, -71, 3
-71053, 28800, 123, -28, -75, 4
-70253, 28800, 123, -31, -79, 5
-69453, 28800, 123, -35, -84, 6
-68653, 28800, 123, -39, -90, 8
-67853, 28800, 123, -44, -95, 9
-67053, 28800, 123, -50, -100, 12
-66253, 28800, 123, -57, -104, 14
-65453, 28800, 123, -65, -108, 16
-64653, 28800, 123, -75, -111, 19
-63853, 28800, 123, -87, -112, 22
-63053, 28800, 123, -100, -110, 24
-62253, 28800, 123, -117, -106, 27
-61453, 28800, 123, -137, -98, 29
-60653, 28800, 123, -156, -90, 31
-59853, 28800, 123, -176, -81, 33
-59053, 28800, 123, -188, -72, 35
-58253, 28800, 123, -194, -65, 36
-57453, 28800, 123, -193, -59, 37
-56653, 28800, 123, -191, -53, 37
-55853, 28800, 123, -187, -48, 37
-55053, 28800, 123, -183, -44, 37
-54253, 28800, 123, -179, -41, 37
-53453, 28800, 123, -176, -37, 37
-52653, 28800, 123, -173, -35, 36
-51853, 28800, 123, -171, -32, 36
-51053, 28800, 123, -169, -30, 35
-50253, 28800, 123, -167, -28, 35
-49453, 28800, 123, -165, -27, 34
-48653, 28800, 123, -165, -25, 34
-47853, 28800, 123, -163, -23, 33
-47053, 28800, 123, -163, -22, 32
-46253, 28800, 123, -162, -21, 31
-45453, 28800, 123, -161, -20, 30
-44653, 28800, 123, -161, -19, 29
-43853, 28800, 123, -160, -18, 29
-43053, 28800, 123, -160, -19, 29
-42253, 28800, 123, -160, -18, 27
-41453, 28800, 123, -160, -18, 26
-40653, 28800, 123, -160, -18, 25
-39853, 28800, 123, -160, -19, 25
-39053, 28800, 123, -160, -19, 24
-38253, 28800, 123, -160, -19, 23
-37453, 28800, 123, -160, -19, 22
-36653, 28800, 123, -161, -20, 22
-35853, 28800, 123, -161, -20, 22
-35053, 28800, 123, -161, -20, 22
-34253, 28800, 123, -161, -20, 21
-33453, 28800, 123, -162, -20, 21
-32653, 28800, 123, -162, -20, 21
-31853, 28800, 123, -162, -21, 21
-31053, 28800, 123, -163, -20, 20
-30253, 28800, 123, -163, -21, 21
-29453, 28800, 123, -163, -21, 20
-28653, 28800, 123, -164, -20, 20
-27853, 28800, 123, -164, -21, 20
-27053, 28800, 123, -163, -20, 20
-26253, 28800, 123, -165, -20, 21
-25453, 28800, 123, -166, -19, 21
-24653, 28800, 123, -166, -19, 21
