21600, 19470, 0, -8, -19, 97
21600, 20270, 0, -3, -17, 98
21600, 21070, 0, 2, -14, 98
21600, 21870, 0, 7, -13, 101
21600, 22670, 0, 13, -12, 103
21600, 23470, 0, 20, -9, 106
21600, 24270, 0, 25, -7, 108
21600, 25070, 0, 32, -5, 111
21600, 25870, 0, 41, -2, 114
21600, 26670, 0, 53, 0, 118
21600, 27470, 0, 65, 3, 118
21600, 28270, 0, 82, 8, 112
21600, 29070, 0, 109, 12, 94
21600, 29870, 0, 155, 16, 59
21600, 30670, 0, 228, 22, 24
21600, 31470, 0, 238, 26, -5
21600, 32270, 0, 216, 25, -33
21600, 33070, 0, 208, 25, -63
21600, 33870, 0, 213, 24, -87
21600, 34670, 0, 199, 22, -96
21600, 35470, 0, 134, 17, -96
21870, 36000, 0, 105, 13, -93
22670, 36000, 0, 105, 13, -91
23470, 36000, 0, 105, 13, -92
24000, 35730, 0, 104, 12, -93
24000, 34930, 0, 135, 15, -95
24000, 34130, 0, 197, 21, -95
24000, 33330, 0, 212, 23, -87
24000, 32530, 0, 206, 25, -65
24000, 31730, 0, 214, 26, -34
24000, 30930, 0, 237, 27, -6
24000, 30130, 0, 231, 24, 23
24000, 29330, 0, 157, 19, 58
24000, 28530, 0, 110, 13, 94
24000, 27730, 0, 83, 9, 113
24000, 26930, 0, 65, 5, 119
24000, 26130, 0, 53, 3, 117
24000, 25330, 0, 42, -1, 115
24000, 24530, 0, 33, -4, 112
24000, 23730, 0, 26, -6, 110
24000, 22930, 0, 19, -9, 108
24000, 22130, 0, 14, -11, 105
24000, 21330, 0, 8, -12, 103
24000, 20530, 0, 4, -15, 101
24000, 19730, 0, -2, -16, 99
24000, 18930, 0, -7, -18, 98
24000, 18130, 0, -11, -20, 98
24000, 17330, 0, -16, -22, 98
24000, 16530, 0, -22, -24, 98
24000, 15730, 0, -29, -26, 99
24000, 14930, 0, -35, -27, 100
24000, 14130, 0, -43, -29, 102
24000, 13330, 0, -54, -31, 104
24000, 12530, 0, -67, -33, 107
24000, 11730, 0, -85, -36, 110
24000, 10930, 0, -118, -40, 112
24000, 10130, 0, -182, -44, 113
24000, 9330, 0, -233, -47, 106
24000, 8530, 0, -211, -46, 82
24000, 7730, 0, -200, -45, 48
24000, 6930, 0, -207, -45, 16
24000, 6130, 0, -218, -42, -9
24000, 5330, 0, -154, -37, -38
24000, 4530, 0, -109, -32, -66
24000, 3730, 0, -85, -29, -83
24000, 2930, 0, -70, -27, -85
24000, 2130, 0, -59, -24, -84
24000, 1330, 0, -51, -23, -80
24000, 530, 0, -45, -21, -75
24270, 0, 0, -42, -21, -72
25070, 0, 0, -40, -20, -72
25870, 0, 0, -41, -19, -72
26400, 270, 0, -41, -19, -72
26400, 1070, 0, -46, -19, -76
26400, 1870, 0, -51, -21, -80
26400, 2670, 0, -60, -23, -84
26400, 3470, 0, -69, -25, -87
26400, 4270, 0, -84, -27, -84
26400, 5070, 0, -106, -31, -68
26400, 5870, 0, -149, -36, -39
26400, 6670, 0, -213, -42, -12
26400, 7470, 0, -205, -44, 12
26400, 8270, 0, -198, -45, 42
26400, 9070, 0, -206, -47, 77
26400, 9870, 0, -228, -48, 101
26400, 10670, 0, -193, -47, 110
26400, 11470, 0, -123, -44, 111
26400, 12270, 0, -89, -41, 108
26400, 13070, 0, -70, -38, 107
26400, 13870, 0, -57, -37, 104
26400, 14670, 0, -47, -35, 103
26400, 15470, 0, -38, -33, 102
26400, 16270, 0, -31, -30, 100
26400, 17070, 0, -25, -28, 99
26400, 17870, 0, -19, -26, 99
26400, 18670, 0, -14, -23, 99
26400, 19470, 0, -9, -21, 99
26400, 20270, 0, -4, -20, 101
26400, 21070, 0, 0, -18, 102
26400, 21870, 0, 6, -17, 104
26400, 22670, 0, 10, -15, 106
26400, 23470, 0, 17, -12, 109
26400, 24270, 0, 24, -8, 111
26400, 25070, 0, 31, -6, 113
26400, 25870, 0, 40, -2, 116
26400, 26670, 0, 50, 2, 117
26400, 27470, 0, 65, 5, 118
26400, 28270, 0, 80, 9, 112
26400, 29070, 0, 106, 13, 94
26400, 29870, 0, 148, 18, 62
26400, 30670, 0, 217, 23, 27
26400, 31470, 0, 237, 26, -1
26400, 32270, 0, 215, 26, -27
26400, 33070, 0, 205, 25, -57
26400, 33870, 0, 208, 24, -82
26400, 34670, 0, 205, 21, -94
26400, 35470, 0, 144, 16, -95
26670, 36000, 0, 112, 13, -93
27470, 36000, 0, 112, 13, -93
28270, 36000, 0, 112, 12, -93
28800, 35730, 0, 112, 12, -93
28800, 34930, 0, 148, 16, -96
28800, 34130, 0, 203, 20, -95
28800, 33330, 0, 208, 24, -83
28800, 32530, 0, 205, 25, -55
28800, 31730, 0, 215, 28, -28
28800, 30930, 0, 237, 28, -1
28800, 30130, 0, 213, 27, 29
28800, 29330, 0, 144, 23, 63
28800, 28530, 0, 103, 19, 97
28800, 27730, 0, 79, 15, 113
28800, 26930, 0, 62, 10, 118
28800, 26130, 0, 49, 5, 118
28800, 25330, 0, 39, 0, 117
28800, 24530, 0, 31, -4, 115
28800, 23730, 0, 24, -8, 114
28800, 22930, 0, 17, -12, 111
28800, 22130, 0, 11, -15, 108
28800, 21330, 0, 6, -16, 106
28800, 20530, 0, 1, -18, 104
28800, 19730, 0, -4, -20, 102
28800, 18930, 0, -8, -21, 101
28800, 18130, 0, -13, -23, 100
28800, 17330, 0, -19, -26, 100
28800, 16530, 0, -23, -29, 101
28800, 15730, 0, -30, -32, 102
